participant,1201,1202,1203,1204,1205,1206,1207,1208,1209,1210,1211,1212,1213,1214,1215,1217,1218,1219,1220
Scott,LOSE,LOSE,LOSE,LOSE,LOSE,WIN,NOM,WIN,IN,NOM,NOM,NOM,WIN,NOM,NOM,NOM,IN,IN,WINNER
Jason,LOSE,LOSE,LOSE,LOSE,LOSE,WIN,LOSE,WIN,IN,LOSE,LOSE,LOSE,LOSE,WIN,NOM,IN,IN,IN,RUNNER UP
Melanie,LOSE,LOSE,LOSE,WIN,WIN,LOSE,WIN,LOSE,IN,WIN,LOSE,LOSE,WIN,WIN,LOSE,IN,IN,OUT
Rochelle,LOSE,LOSE,NOM,WIN,WIN,LOSE,WIN,LOSE,IN,WIN,NOM,LOSE,LOSE,WIN,LOSE,IN,IN,OUT
Joy,LOSE,LOSE,LOSE,WIN,WIN,LOSE,WIN,LOSE,IN,WIN,LOSE,LOSE,WIN,LOSE,IN,IN,LEFT
Kashia,LOSE,LOSE,LOSE,WIN,WIN,LOSE,WIN,LOSE,IN,WIN,LOSE,NOM,WIN,LOSE,LOSE,OUT
Gabriel,LOSE,NOM,LOSE,LOSE,NOM,WIN,LOSE,WIN,IN,NOM,LOSE,NOM,NOM,WIN,OUT
Anton,LOSE,LOSE,LOSE,LOSE,LOSE,WIN,LOSE,WIN,IN,LOSE,NOM,LOSE,WIN,OUT
Richard,LOSE,LOSE,LOSE,LOSE,NOM,WIN,LOSE,WIN,NOM,LOSE,LOSE,LOSE,OUT
Sandra,NOM,LOSE,NOM,WIN,WIN,NOM,WIN,LOSE,IN,WIN,NOM,OUT
Ralph,LOSE,LOSE,LOSE,LOSE,LOSE,WIN,NOM,WIN,IN,OUT
Jessica,LOSE,LOSE,LOSE,WIN,WIN,LOSE,WIN,NOM,OUT
Bev,LOSE,LOSE,LOSE,WIN,WIN,LOSE,WIN,OUT
Chris,LOSE,LOSE,NOM,LOSE,LOSE,WIN,OUT
Beth,LOSE,NOM,LOSE,WIN,WIN,OUT
DeMarco,NOM,NOM,NOM,NOM,OUT
Mike,LOSE,LOSE,NOM,OUT
Simone,LOSE,NOM,LEFT
Nicole,NOM,OUT
Gaurav,OUT
